sourcedId,status,dateLastModified,title,grades,courseSourcedId,classCode,classType,location,schoolSourcedId,termSourcedIds,subjects,subjectCodes,periods
454671.IS3.3.4,,,English 2 I,"09,10,11,12",454671,IS3,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454672.003.1.4,,,Eng III AP,"09,10,11,12",454672,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454672.005.1.2,,,Eng III AP,"09,10,11,12",454672,5,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454672.005.1.4,,,Eng III AP,"09,10,11,12",454672,5,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454673.001.1.2,,,Eng III,"09,10,11,12",454673,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454673.001.1.4,,,Eng III,"09,10,11,12",454673,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454673.001.3.4,,,Eng III,"09,10,11,12",454673,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454673.002.1.2,,,Eng III,"09,10,11,12",454673,2,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454673.002.1.4,,,Eng III,"09,10,11,12",454673,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454673.002.3.4,,,Eng III,"09,10,11,12",454673,2,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454673.006.1.2,,,Eng III,"09,10,11,12",454673,6,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454673.006.1.4,,,Eng III,"09,10,11,12",454673,6,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454673.006.3.4,,,Eng III,"09,10,11,12",454673,6,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454673.007.1.2,,,Eng III,"09,10,11,12",454673,7,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454673.007.1.4,,,Eng III,"09,10,11,12",454673,7,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454673.007.3.4,,,Eng III,"09,10,11,12",454673,7,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454673.012.1.2,,,Eng III,"09,10,11,12",454673,12,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454673.012.1.4,,,Eng III,"09,10,11,12",454673,12,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454673.012.3.4,,,Eng III,"09,10,11,12",454673,12,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454673.017.1.4,,,Eng III,"09,10,11,12",454673,17,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454673.017.3.4,,,Eng III,"09,10,11,12",454673,17,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454673.600.1.4,,,Eng III,"09,10,11,12",454673,600,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454673.600.3.4,,,Eng III,"09,10,11,12",454673,600,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454673.IS1.1.2,,,Eng III,"09,10,11,12",454673,IS1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454673.IS1.1.4,,,Eng III,"09,10,11,12",454673,IS1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454673.IS2.1.2,,,Eng III,"09,10,11,12",454673,IS2,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454673.IS2.1.4,,,Eng III,"09,10,11,12",454673,IS2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454673.IS2.3.4,,,Eng III,"09,10,11,12",454673,IS2,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454673.IS3.1.2,,,Eng III,"09,10,11,12",454673,IS3,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454673.IS3.1.4,,,Eng III,"09,10,11,12",454673,IS3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454673.IS3.3.4,,,Eng III,"09,10,11,12",454673,IS3,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454673.IS4.1.4,,,Eng III,"09,10,11,12",454673,IS4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454673.IS4.3.4,,,Eng III,"09,10,11,12",454673,IS4,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454673.IS6.1.4,,,Eng III,"09,10,11,12",454673,IS6,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454673.IS6.3.4,,,Eng III,"09,10,11,12",454673,IS6,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454674.001.1.4,,,English3 I,"09,10,11,12",454674,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454674.001.3.4,,,English3 I,"09,10,11,12",454674,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454674.002.1.2,,,English3 I,"09,10,11,12",454674,2,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454674.002.1.4,,,English3 I,"09,10,11,12",454674,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454674.003.1.4,,,English3 I,"09,10,11,12",454674,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454674.004.1.4,,,English3 I,"09,10,11,12",454674,4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454674.004.3.4,,,English3 I,"09,10,11,12",454674,4,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454675.001.1.2,,,Eng IV AP,"09,10,11,12",454675,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454675.001.1.4,,,Eng IV AP,"09,10,11,12",454675,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454675.400.1.4,,,Eng IV AP,"09,10,11,12",454675,400,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454676.001.1.4,,,Eng IV,"09,10,11,12",454676,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454676.001.3.4,,,Eng IV,"09,10,11,12",454676,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454676.002.1.2,,,Eng IV,"09,10,11,12",454676,2,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454676.002.1.4,,,Eng IV,"09,10,11,12",454676,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454676.002.3.4,,,Eng IV,"09,10,11,12",454676,2,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454676.003.1.4,,,Eng IV,"09,10,11,12",454676,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454676.003.3.4,,,Eng IV,"09,10,11,12",454676,3,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454676.008.1.2,,,Eng IV,"09,10,11,12",454676,8,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454676.008.1.4,,,Eng IV,"09,10,11,12",454676,8,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454676.011.1.2,,,Eng IV,"09,10,11,12",454676,11,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454676.011.1.4,,,Eng IV,"09,10,11,12",454676,11,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454676.011.3.4,,,Eng IV,"09,10,11,12",454676,11,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454676.013.1.2,,,Eng IV,"09,10,11,12",454676,13,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454676.013.1.4,,,Eng IV,"09,10,11,12",454676,13,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454676.013.3.4,,,Eng IV,"09,10,11,12",454676,13,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454676.014.1.4,,,Eng IV,"09,10,11,12",454676,14,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454676.015.1.2,,,Eng IV,"09,10,11,12",454676,15,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454676.015.1.4,,,Eng IV,"09,10,11,12",454676,15,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454676.015.3.4,,,Eng IV,"09,10,11,12",454676,15,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454676.017.1.2,,,Eng IV,"09,10,11,12",454676,17,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454676.017.1.4,,,Eng IV,"09,10,11,12",454676,17,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454676.017.3.4,,,Eng IV,"09,10,11,12",454676,17,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454677.IS1.1.4,,,English 4 I,"09,10,11,12",454677,IS1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454677.IS1.3.4,,,English 4 I,"09,10,11,12",454677,IS1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454677.IS2.1.4,,,English 4 I,"09,10,11,12",454677,IS2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454679.001.1.2,,,ESOL Eng I,"09,10,11,12",454679,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454679.001.1.4,,,ESOL Eng I,"09,10,11,12",454679,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454679.001.3.4,,,ESOL Eng I,"09,10,11,12",454679,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454679.002.1.4,,,ESOL Eng I,"09,10,11,12",454679,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454679.002.3.4,,,ESOL Eng I,"09,10,11,12",454679,2,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454680.001.1.2,,,ESOL Eng II,"09,10,11,12",454680,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454680.001.1.4,,,ESOL Eng II,"09,10,11,12",454680,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454680.001.3.4,,,ESOL Eng II,"09,10,11,12",454680,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454680.002.1.4,,,ESOL Eng II,"09,10,11,12",454680,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454684.001.1.2,,,Photo Jrn,"09,10,11,12",454684,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454684.001.1.4,,,Photo Jrn,"09,10,11,12",454684,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454684.001.3.4,,,Photo Jrn,"09,10,11,12",454684,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454684.002.1.2,,,Photo Jrn,"09,10,11,12",454684,2,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454684.002.1.4,,,Photo Jrn,"09,10,11,12",454684,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454684.002.3.4,,,Photo Jrn,"09,10,11,12",454684,2,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454685.001.1.2,,,Reading I,"09,10,11,12",454685,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454685.001.1.4,,,Reading I,"09,10,11,12",454685,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454685.002.1.4,,,Reading I,"09,10,11,12",454685,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454685.003.1.4,,,Reading I,"09,10,11,12",454685,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454685.004.1.2,,,Reading I,"09,10,11,12",454685,4,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454685.004.1.4,,,Reading I,"09,10,11,12",454685,4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454685.005.1.2,,,Reading I,"09,10,11,12",454685,5,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454685.005.1.4,,,Reading I,"09,10,11,12",454685,5,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454685.006.1.2,,,Reading I,"09,10,11,12",454685,6,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454685.006.1.4,,,Reading I,"09,10,11,12",454685,6,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454685.006.3.4,,,Reading I,"09,10,11,12",454685,6,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454686.001.1.4,,,Rdg I Shltr Newcomer,"09,10,11,12",454686,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454686.001.3.4,,,Rdg I Shltr Newcomer,"09,10,11,12",454686,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454686.002.1.4,,,Rdg I Shltr Newcomer,"09,10,11,12",454686,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454686.002.3.4,,,Rdg I Shltr Newcomer,"09,10,11,12",454686,2,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454687.001.1.2,,,Rdg II Shltr Newcomer,"09,10,11,12",454687,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454687.001.1.4,,,Rdg II Shltr Newcomer,"09,10,11,12",454687,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454687.002.1.4,,,Rdg II Shltr Newcomer,"09,10,11,12",454687,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454688.001.1.2,,,Jour Year I,"09,10,11,12",454688,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454688.001.1.4,,,Jour Year I,"09,10,11,12",454688,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454688.001.3.4,,,Jour Year I,"09,10,11,12",454688,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454688.002.1.2,,,Jour Year I,"09,10,11,12",454688,2,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454688.002.1.4,,,Jour Year I,"09,10,11,12",454688,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454688.002.3.4,,,Jour Year I,"09,10,11,12",454688,2,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454689.001.1.4,,,Jour Year II,"09,10,11,12",454689,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454689.002.1.4,,,Jour Year II,"09,10,11,12",454689,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454690.001.1.2,,,Art I,"09,10,11,12",454690,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454690.001.1.4,,,Art I,"09,10,11,12",454690,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454690.001.3.4,,,Art I,"09,10,11,12",454690,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454690.002.1.4,,,Art I,"09,10,11,12",454690,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454690.003.1.2,,,Art I,"09,10,11,12",454690,3,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454690.003.1.4,,,Art I,"09,10,11,12",454690,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454690.003.3.4,,,Art I,"09,10,11,12",454690,3,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454690.004.1.2,,,Art I,"09,10,11,12",454690,4,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454690.004.1.4,,,Art I,"09,10,11,12",454690,4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454690.004.3.4,,,Art I,"09,10,11,12",454690,4,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454690.005.1.4,,,Art I,"09,10,11,12",454690,5,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454690.005.3.4,,,Art I,"09,10,11,12",454690,5,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454690.006.1.4,,,Art I,"09,10,11,12",454690,6,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454690.006.3.4,,,Art I,"09,10,11,12",454690,6,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454690.007.1.2,,,Art I,"09,10,11,12",454690,7,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454690.007.1.4,,,Art I,"09,10,11,12",454690,7,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454690.007.3.4,,,Art I,"09,10,11,12",454690,7,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454690.008.1.4,,,Art I,"09,10,11,12",454690,8,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454691.001.1.2,,,Art II-Drawing I,"10,11,12",454691,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454691.001.1.4,,,Art II-Drawing I,"10,11,12",454691,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454691.001.3.4,,,Art II-Drawing I,"10,11,12",454691,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454691.002.1.4,,,Art II-Drawing I,"10,11,12",454691,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454692.001.1.4,,,Art III-Drawing II,"11,12",454692,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454694.001.1.4,,,Art II-Painting I,"10,11,12",454694,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454695.001.1.4,,,Art III-Painting II,"11,12",454695,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454696.001.1.4,,,Band I,9,454696,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454697.001.1.4,,,Band II,10,454697,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454698.001.1.4,,,Band III,11,454698,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454699.001.1.4,,,Band IV,12,454699,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454700.001.1.4,,,Concert Band I,9,454700,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454700.001.3.4,,,Concert Band I,9,454700,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454702.001.1.4,,,Symph Band I,9,454702,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454702.001.3.4,,,Symph Band I,9,454702,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454703.001.1.4,,,Symph Band II,10,454703,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454704.001.1.4,,,Symph Band III,11,454704,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454705.001.1.4,,,Symph Band IV,12,454705,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454706.001.1.4,,,Hon Band II,10,454706,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454707.001.1.4,,,Hon Band III,11,454707,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454708.001.1.4,,,Hon Band IV,12,454708,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454709.001.1.4,,,Choir I,9,454709,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454710.001.1.4,,,Choir II,10,454710,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454711.001.1.4,,,Choir III,11,454711,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454713.001.1.4,,,Vocal Ens I,"09,10,11,12",454713,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454713.002.1.4,,,Vocal Ens I,"09,10,11,12",454713,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454714.001.1.4,,,Vocal Ens II,"09,10,11,12",454714,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454714.002.1.4,,,Vocal Ens II,"09,10,11,12",454714,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454715.001.1.2,,,Vocal Ens III,"09,10,11,12",454715,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454715.001.1.4,,,Vocal Ens III,"09,10,11,12",454715,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454715.002.1.4,,,Vocal Ens III,"09,10,11,12",454715,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454716.001.1.4,,,Vocal Ens IV,"09,10,11,12",454716,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454716.002.1.4,,,Vocal Ens IV,"09,10,11,12",454716,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454717.001.1.2,,,Dance I,"09,10,11,12",454717,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454717.001.1.4,,,Dance I,"09,10,11,12",454717,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454717.001.3.4,,,Dance I,"09,10,11,12",454717,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454717.002.1.4,,,Dance I,"09,10,11,12",454717,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454717.002.3.4,,,Dance I,"09,10,11,12",454717,2,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454717.003.1.4,,,Dance I,"09,10,11,12",454717,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454717.003.3.4,,,Dance I,"09,10,11,12",454717,3,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454718.001.1.2,,,Dance II,"09,10,11,12",454718,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454718.001.1.4,,,Dance II,"09,10,11,12",454718,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454718.002.1.2,,,Dance II,"09,10,11,12",454718,2,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454718.002.1.4,,,Dance II,"09,10,11,12",454718,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454719.001.1.4,,,Dance III,"09,10,11,12",454719,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454719.002.1.4,,,Dance III,"09,10,11,12",454719,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454720.001.1.4,,,Dance IV,"09,10,11,12",454720,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454720.002.1.4,,,Dance IV,"09,10,11,12",454720,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454721.001.1.4,,,Dance I DT,"09,10,11,12",454721,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454722.001.1.4,,,Dance II DT,"09,10,11,12",454722,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454723.001.1.4,,,Dance III  DT,"09,10,11,12",454723,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454724.001.1.4,,,Dance IV DT,"09,10,11,12",454724,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454725.001.1.2,,,Span 1 Span Speakers,"08,09,10,11,12",454725,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454725.002.1.2,,,Span 1 Span Speakers,"08,09,10,11,12",454725,2,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454726.001.3.4,,,Span 2 for Span Speakers,"08,09,10,11,12",454726,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454726.002.3.4,,,Span 2 for Span Speakers,"08,09,10,11,12",454726,2,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454727.001.1.2,,,Spanish I,"08,09,10,11,12",454727,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454727.001.1.4,,,Spanish I,"08,09,10,11,12",454727,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454727.001.3.4,,,Spanish I,"08,09,10,11,12",454727,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454727.002.1.2,,,Spanish I,"08,09,10,11,12",454727,2,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454727.002.1.4,,,Spanish I,"08,09,10,11,12",454727,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454727.003.1.2,,,Spanish I,"08,09,10,11,12",454727,3,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454727.003.1.4,,,Spanish I,"08,09,10,11,12",454727,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454727.003.3.4,,,Spanish I,"08,09,10,11,12",454727,3,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454727.004.1.4,,,Spanish I,"08,09,10,11,12",454727,4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454727.005.1.4,,,Spanish I,"08,09,10,11,12",454727,5,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454727.005.3.4,,,Spanish I,"08,09,10,11,12",454727,5,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454727.006.1.4,,,Spanish I,"08,09,10,11,12",454727,6,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454727.006.3.4,,,Spanish I,"08,09,10,11,12",454727,6,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454727.007.1.4,,,Spanish I,"08,09,10,11,12",454727,7,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454727.007.3.4,,,Spanish I,"08,09,10,11,12",454727,7,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454727.014.1.4,,,Spanish I,"08,09,10,11,12",454727,14,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454727.014.3.4,,,Spanish I,"08,09,10,11,12",454727,14,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454728.002.1.2,,,Spanish II,"09,10,11,12",454728,2,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454728.002.1.4,,,Spanish II,"09,10,11,12",454728,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454728.002.3.4,,,Spanish II,"09,10,11,12",454728,2,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454728.003.1.4,,,Spanish II,"09,10,11,12",454728,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454728.003.3.4,,,Spanish II,"09,10,11,12",454728,3,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454728.004.1.4,,,Spanish II,"09,10,11,12",454728,4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454728.004.3.4,,,Spanish II,"09,10,11,12",454728,4,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454728.006.1.2,,,Spanish II,"09,10,11,12",454728,6,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454728.006.1.4,,,Spanish II,"09,10,11,12",454728,6,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454728.006.3.4,,,Spanish II,"09,10,11,12",454728,6,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454728.007.1.2,,,Spanish II,"09,10,11,12",454728,7,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454728.007.1.4,,,Spanish II,"09,10,11,12",454728,7,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454728.007.3.4,,,Spanish II,"09,10,11,12",454728,7,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454728.015.1.2,,,Spanish II,"09,10,11,12",454728,15,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454728.015.1.4,,,Spanish II,"09,10,11,12",454728,15,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454728.015.3.4,,,Spanish II,"09,10,11,12",454728,15,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454728.016.1.2,,,Spanish II,"09,10,11,12",454728,16,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454728.016.1.4,,,Spanish II,"09,10,11,12",454728,16,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454728.016.3.4,,,Spanish II,"09,10,11,12",454728,16,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454728.017.1.4,,,Spanish II,"09,10,11,12",454728,17,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454728.017.3.4,,,Spanish II,"09,10,11,12",454728,17,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454729.003.1.2,,,Spanish III Pre,"09,10,11,12",454729,3,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454729.003.1.4,,,Spanish III Pre,"09,10,11,12",454729,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454729.003.3.4,,,Spanish III Pre,"09,10,11,12",454729,3,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454730.004.1.4,,,Spanish III,"09,10,11,12",454730,4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454730.004.3.4,,,Spanish III,"09,10,11,12",454730,4,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454731.005.1.4,,,Spanish IV AP,"09,10,11,12",454731,5,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454732.002.1.4,,,Spanish V AP,"09,10,11,12",454732,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454733.004.1.4,,,French I,"08,09,10,11,12",454733,4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454733.004.3.4,,,French I,"08,09,10,11,12",454733,4,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454734.001.1.4,,,French II,"09,10,11,12",454734,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454736.001.1.2,,,Theatre I,"09,10,11,12",454736,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
